Search,Search Count,Last Search Date
"3293.*dwg",1,134046442049240029
"3319",1,134046375527869988
"3317.*",1,134046375256926213
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*M2",1,134046249353817920
"3294.*dwg$",1,134046148449236231
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\K000430 \(齐王能源\)\\CXT-010200461 12\.8V模组 PI加热膜R1\.9Ω 430×231\\",2,134046148259501074
"运泰",1,134045716881178159
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*测试",3,134045704129000322
"8042",2,134045485721276373
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*温度.*xlsx?$",1,134045418125700422
"3257",2,134045417119579709
"齐王能",1,134045361117348112
"安徽安弋",3,134045353603417047
"3011.*dwg$",1,134045323061472543
"^E:\\彭福明\\CAD-图纸\\河南超威（正效）\\.*",1,134045313881428491
"^E:\\彭福明\\CAD-图纸\\河南超威（正效）\\",1,134045313768660276
"超威",1,134045313468402928
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*sldasm$",1,134045305488303316
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*\dp\d+s.*dwg$",2,134045304925740852
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*已知温升，比热容，重量和升温时间，计算功率",1,134045303624365922
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*ah.*dwg$",1,134045298979629844
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*pdf$",2,134045297935822086
"3257.*dwg",2,134045282188254482
"cxt.1561",2,134044707040603900
"瑞普",1,134044645517373474
".*泰德",1,134044492256562751
"铁氟龙.*胶布.*dwg$",2,134044478025023938
"3258-",1,134044430626214359
"2677.*dwg$",1,134044013996495747
"FA1410-",1,134044012340514602
"HFLK2206-36",1,134044002497726931
"TFR250903T",1,134044002285696589
"2151.*dwg",1,134043996963157558
"惠州",3,134043991592547743
"3307.*dwg$",1,134043972220769507
"两面生胶硅胶皮",1,134043972089135603
"3261",3,134043844972413264
"t2m",1,134043775070023232
"哈工.*关系",1,134043767943754735
"3299",1,134043613688956135
"3306",2,134036116683112913
"硫化",2,134036093636762999
"cxt.*225",1,134035874127592890
"wj.*338",1,134035873545282925
"m3",1,134035836586830946
"3258",2,134035169028175086
"3158-",1,134035168968258843
"2596.*dwg$",1,134035152974948979
"德力时代",1,134035134946809257
"^E:\\刁德升\\1\.图纸\\宇能通\\",4,134035024065909079
"0602",2,134035020639476466
"qingbang",1,134035018705705540
"3305.*dwg$",3,134035016946486263
"solidworks data",1,134034998576803252
"编码",1,134034989932222441
"^E:\\刁德升\\1\.图纸\\宇能通\\.*棉.*",1,134034407064560996
"^E:\\刁德升\\1\.图纸\\宇能通\\.*",1,134034389967851642
"0706",2,134034356578297235
"2109.*dwg$",1,134034327251916930
"3295.*dwg$",2,134034276382025586
"DZ-000200004",1,134034166541827787
"^E:\\刁德升\\1\.图纸\\宇能通\\.*温",2,134034166104975250
"温控.*dwg$",3,134034165915129928
"^\\\\desktop-olipp\\E\\刁德升\\1\.图纸\\宇能通\\.*",1,134034160891708056
"^\\\\desktop-olipp\\E\\刁德升\\1\.图纸\\宇能通\\生产\\",2,134034160470082110
"3296.*dwg$",1,134034073836774981
"3283",2,134034058090231153
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\东莞哈工自控科技有限公司\\.*测试.*xls.?$",3,134034050141050249
"3295",1,134033669022923891
"^D:\\燕秀工具箱 for ZWCAD\\.*command",1,134033632446188295
"^D:\\燕秀工具箱 for ZWCAD\\.*pgp",3,134033631968422686
"^D:\\燕秀工具箱 for ZWCAD\\",5,134033631894164538
"pgp",3,134033622251727400
"3306.*dwg$",3,134033614201742570
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\东莞哈工自控科技有限公司\\.*测试",2,134033599011524627
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\凯美威\\.*刀模",1,134033564307282966
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\凯美威\\",2,134033564226981746
"刀模.*dwg$",4,134033561900727403
"CXT-3306",1,134033560638331324
"CXT-2944",1,134033560363131014
"3283.*dwg",1,134033411261551370
"3291",1,134033387904317612
"3278",2,134033275879698231
"\.dwg$",1,134033217346989966
"1b1.*dwg",1,134033216672034883
"3286.*dwg$",1,134033213555929128
"excelc",1,134033206736247624
"热缩套管",1,134033205214228658
"图形外框-横向-A4",1,134033202181800796
"t\.lsp$",1,134032804716760893
"完善",1,134032792903831321
"3291.*dwg$",2,134032720896110330
"端子.*dwg$",1,134032700121937272
"3291 ",1,134032696317307337
"允载",7,134032659364265301
"迈翔",2,134032636183172732
"M5.*sldprt$",1,134032634886903201
"M5.*pdf$",1,134032634557446053
"3061.*dwg$",1,134032433656308880
"3194.*dwg",1,134032379349078592
"3218.*dwg",2,134032378751665267
"2963.*dwg",1,134032378393733222
"3190.*dwg$",1,134030607955711580
"3264.*dwg$",2,134030607367073571
"3264",1,134029994628984961
"cxt-3264",1,134029939204671250
"连动智能",1,134029753836408555
"3218",1,134028254956556428
"CXT-2735",1,134028252771750979
"CXT-2185",1,134028251106927989
"^E:\\彭福明\\CAD-图纸\\吉林省时代琦锋新能源科技有限公司辛宏伟\\.*500.*150",1,134028066047468970
"^E:\\彭福明\\CAD-图纸\\吉林省时代琦锋新能源科技有限公司辛宏伟\\",3,134028065704149042
"E:\\彭福明\\CAD-图纸\\吉林省时代琦锋新能源科技有限公司辛宏伟\\.*550.*150",1,134028065472670530
"E:\\\彭福明\\CAD-图纸\\吉林省时代琦锋新能源科技有限公司辛宏伟\\生产\\.*550.*150",1,134028065289803651
"^\\\\desktop-olipp\\E\\彭福明\\CAD-图纸\\吉林省时代琦锋新能源科技有限公司辛宏伟\\生产\\",1,134028064692368262
"琦锋",3,134028041620154698
"技术资料",1,134027450066296335
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\徐州九极动力科技有限公司\\.*dwg$",1,134027430144876721
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\徐州九极动力科技有限公司\\",2,134027429962335906
"cxt.*3275",2,134027429729240514
"3275",1,134027428450765846
"亿伟达国际",1,134027422652791736
"^E:\\阮焕\\.*治具",1,134027419975401276
"^E:\\阮焕\\.*检具",1,134027419828130483
"^E:\\阮焕\\",3,134027419683871682
"检具",1,134027419673182617
"3277",1,134027389438050106
"^E:\\彭福明\\CAD-图纸\\吉林省时代琦锋新能源科技有限公司辛宏伟\\.*500.*dwg$",1,134027356922721068
"机械制图",1,134027235357734382
"gb",1,134027231493347038
"Profiles/AutoCAD/Asset/F/Asset/AutoCAD/AutoCAD LISP",1,134027180074366525
"dimsc",1,134027148235087614
"32.",1,134027147673887437
"3276",1,134026409254302348
"^C:\\Program Files\\ZWSOFT\\ZWCAD 2024\\",1,134026328391690013
"850.*795",1,134025679031257701
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\实验报告\\.*图片",1,134025532009761345
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\实验报告\\安克-泽田-迷斯特尔-海翼\\",2,134025531678549175
"弯.*实验报告.*",2,134025480506693947
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\实验报告\\.*弯",1,134025453406744346
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\实验报告\\",2,134025453295483133
"cnc加工",2,134024881529027562
"瑞普森",4,134024873180401258
"CXT-3218 ",1,134024760071328604
"gif",1,134024756988120724
"3239",1,134024670253713971
"csv",1,134024584888355949
"VDC01-F11-006A-环氧树脂发热板 线路设计",1,134024580023360939
"3266",4,134024017729645197
"3268",2,134023924039018315
"000300051",1,134023112245595968
"JY.*0008000",1,134023107822470055
"挡板",2,134023107489687095
"挡板.p",1,134023107265169541
"JY-0008",1,134023105576043105
"TFS250706T-01-10-02-04",1,134023104936698135
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS250706T-01-10-02\\生产资料\\",2,134023104887467970
"195",10,134022877964337691
"3259",1,134022216331159031
"珠海.*泰坦",1,134022185202853516
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*dwg$",1,134022033323624673
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS250706T-01-10-04\\生产资料\\模型\\",2,134022031832888845
"3223",3,134022029082253528
"VDC01-F11-006A",1,134022010077670669
"^E:\\彭福明\\CAD-图纸\\威锐\\14\.5V45W硅胶加热膜1# 2# 3# & 4# 340-200mm\\",1,134021958743338127
"更新日志",1,134021953937988515
"端子.*sldprt",2,134021518896345746
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*M4.*sldprt",1,134021219153364149
"新雷欧",1,134021206073521006
"成品",1,134021169049280411
"中电",5,134021164320631954
"成品刀.*dwg$",1,134021155279925271
"雷欧",1,134021150530763553
"rime",3,134021147133437172
"TFS250706T-01-10-03-03 盖板.DWG",1,134020657037105678
"util.lsp",1,134020651897938475
"dimstand",1,134020651757618216
"\\Desktop-olipp\e",17,134020454446530656
"3265",1,134020432777182337
"3268 ",1,134020343703405177
"十字扁平头机螺钉",1,134019683701744670
"内六角沉头螺钉M5.*sldprt",2,134019679918418886
"内六角沉头螺钉M5.*dwg",1,134019676807022359
"内六角沉头螺钉M5",2,134019674480828988
"内六角沉.*dwg$",2,134019674420547514
"doubleoffse",1,134019664802737548
"0507000\d",1,134019664737189501
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*沉头.*sldprt",1,134019657465494119
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*沉头",1,134019657358029398
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\螺丝库\\.*000300045",1,134019656811787154
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\\客供图纸\\匈牙利发热板-图纸-2025\.02\.11（最新）\\匈牙利发热板-图纸\",1,134019640537484503
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\\客供图纸\\匈牙利发热板-图纸-2025\.02\.11（最新）\\匈牙利发热板-图纸\\",2,134019640506955763
"内六角沉头螺钉.*.SLDPRT",1,134019639900752742
".*平垫.*",1,134019638378874202
".*平垫.*sldprt",1,134019638055118825
"501003000016",1,134019635867654721
"螺丝库.*M5.*sld.*",1,134019634487741780
"硅胶加热膜",1,134019593667103872
"粗略",1,134019566533212178
"3225",5,134018833059916148
"迈科盛",16,134018727954581876
"3260",1,134018544141195042
"^E:\\ZWCAD Backup\\CXT-010301242 3307041750-MKS-GP51105",1,134017933176851089
"^E:\\ZWCAD Backup\\CXT-010301242 3307041750-MKS-GP51105L 硅胶加热片L 51.2V200W 349.3-202.5mm 成品图",1,134017932068170577
"nodejs",1,134017927044041968
"3235",2,134017904575858591
"3254.*dwg$",2,134017847466075605
"3253.*dwg$",2,134017847333719186
"3249",3,134017773992170876
"2514.*001",1,134017754467132708
"2514 .*",1,134017691954173892
"3254 .*",1,134017691213503641
"^E:\\彭福明\\CAD-图纸\\博科（广东豪鹏）\\生产\\DG1000067-JT-7S2P加热膜 89\.6V 180W 480-168\\",1,134017682171838746
"^F:\\Asset\\AutoCAD\\AutoCAD LISP\\",14,134017659571881240
"3253",1,134016242558237658
"png$",1,134016201019561190
"3178.*dwg$",1,134016018094233069
"3196.*dwg$",1,134015977402301507
"3243.*dwg$",1,134015974533820549
"3178.*dwg",1,134015969225639235
"异型",1,134015364472320752
"DG1000067-JT-7S2P加热膜-A1.dwg",1,134015357693464133
"CXT-3158",1,134015352679374205
"^cxt-01.*dwg$",1,134015331759624586
"^cxt.*dwg$",1,134015331654170096
"成品.*编号",1,134015329959550596
"编号",1,134015329493571734
"跃泽",3,134015319311294374
"iso",1,134015318568485135
"测试",3,134015314897440529
"jk3",1,134015249753350336
"割棉",2,134015150412895689
"割孔图",2,134015142830275763
"cxtf.lsp",1,134015129394244343
"3254",2,134014520837377830
"zwcad.*cuix",1,134014517048309127
"3182.*dwg$",1,134014446092256050
"珠海佳讯",2,134014411514412058
"3249.*dwg$",1,134014282737385805
"3233",1,134013431953554687
"母端子",1,134013313620847261
"异型线路设计文件",1,134012841912683394
"1p32s",1,134012741936941810
"新能",1,134012730255077381
"Everything.db",1,134012671648093714
"友林",4,134012581247690641
"3229",1,134012562179353328
"3228.*dwg$",1,134012500004865627
"诚兴泰",1,134011915761199850
"3228.*dwg",1,134011801426430034
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\迈科盛\\硅胶加热膜R 51\.2V200W 349\.3-202\.5mm 规格图\\",2,134011801290528350
"古德",3,134011663761909962
"新雷欧.*保险丝.*dwg$",2,134010246094800712
"保险丝.*dwg$",1,134010245265177342
"欧伦",6,134010125580522760
"3153.*dwg$",1,134010113114475110
"^D:\\Program Files\\Siemens\\NX 11\.0\\",2,134010062281436126
"preferences.ini$",1,134010062147033513
"siemens.*xml$",1,134010061853917074
".*sldasm$",1,134009998811264850
"s",1,134009984549095174
"SolidWorks.2022.*rar$",1,134009984263299019
"中矩",3,134009945465097317
"obsidian",1,134009421718088044
"微软",2,134009408610972077
"sldprt",1,134009400354314763
"覆膜",1,134009286532889676
"滚轴",1,134009282121408165
"滚",1,134009281977738809
"vivaldi.*exe$",1,134009056280182498
"3216.*dwg",1,134009034750473674
"2922.*dwg$",1,134008559719307211
"供应商.*",2,134008382370958669
"电阻.*dwg",1,134008371204316098
"电阻",1,134008371087886283
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*菲林.*\.dwg$",4,134008362274553886
".*pdf$",1,134008360819856690
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*膜.*\.dwg$",1,134008329265435590
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*膜\.dwg$",2,134008329138532684
"^C:\\Users\\Administrator\\Desktop\\ca",1,134008232725332287
"batch.*plot",1,134008212127339750
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TDH195T-11-06-00A V0 装配体 数量：297件\\生产资料\\",1,134008207073176934
"TDA12T",2,134008201896892345
"弹垫.*dwg",1,134008174697706880
"弹垫",3,134008173243007101
"WJ-001000064",1,134008166632188159
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*12T",1,134008165447941266
"热电阻探头C型.*dwg$",1,134008163947762439
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\TFS240901TA-06-（03~06）-01-00  230V  1750W   1185x215mm生产资料（6项目通用）---匈牙利项目\\.*电阻",1,134008163334588892
"dz.*000500012",1,134008162382296682
"^\\\\User-20230521vs\\G\\.*\.dwg$",16,134008161851857964
"图纸转换 2025-08-27 095134",1,134008160157599880
"2922.*dwg",2,134008153003483895
"b",1,134008152634268686
"WJ-000500014",1,134008144368064349
"圆头.*dwg$",1,134008143493634555
"M5.*14.*dwg$",1,134008142527290548
"φ4*85.6mm",1,134007751258791483
"电阻探头.*dwg",1,134007737335029296
"探头.*slddrw",1,134007735394894596
"TBQ-PJ-004-03 热电阻探头C型.*sld",1,134007734751180457
"TBQ-PJ-004-03 热电阻探头C型.*",1,134007734419604712
"^\\\\Desktop-osh296i\\e\\.*长威",1,134007669840200970
"^\\\\Desktop-osh296i\\e\\.*\.dwg$",11,134007669718192354
"去教",1,134007668319203464
"森普",1,134007668080672351
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*12",1,134007664956836088
"3216.*",1,134007664147088728
"2829",1,134007661507220140
"3208.*dwg",1,134007556480611220
"3224",1,134007537873815550
"3200",2,134007537761728128
"^F:\\Asset\\AutoCAD\\AutoCAD LISP\\.*hat",1,134007533160188192
"平垫.*sldprt",1,134007466345922844
"TBQ-PJ-004-03 热电阻探头C型 2米.SLDPRT",1,134007384053547021
"3215",1,134007364533048679
"挡板.*dwg",3,134007341293908267
"^D:\\燕秀工具箱 for ZWCAD\\.*pg",1,134007285925814707
"挡板.*slddrw",1,134007278630430044
"挡板.*sld",2,134007278553248061
"d",1,134007278512740867
"挡板.*sldprt",1,134007270240477499
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*WJ-\d.*dwg$",11,134007269043500528
"DZ-000200048 80300100015.*sldp",1,134007268936581483
"DZ-000200048 80300100015",1,134007268751474671
"cxt.*lsp$",1,134006881391763364
"3216.*dwg$",1,134006702659161728
"3158.*dwg",1,134006659791454650
"2829.*dwg",2,134006659585938012
"云母.*dwg$",1,134006506184122338
"^F:\\Asset\\AutoCAD\\AutoCAD LISP\\.*legen",1,134006475672891215
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\时代高科\\.*WY.*\d.*dwg$",3,134006430240571949
"^\\\\User-20230521vs\\G\\阳帅工作文档\\",2,134006398922322823
"TDH195T-11-06",1,134005953022940982
"^\\\\User-20230521vs\\G\\阳帅工作文档\\.*195",1,134005933963263266
"proe",1,134005841004592935
"beyond.*compare",2,134005828190820786
"[\u4e00-\u9fa5]",1,134005823211924834
"3222",1,134005807079517549
"3214",2,134005776318904941
"VFH03-A14-000A-发热板（线路设计）",1,134005774819837834
"3217",3,134005767606257216
".*mp4$",1,134005755342289722
"2928.*\.dwg$",1,134005754045716300
"3158",1,134005664930021720
"3212",1,134005604620574399
"割成品图",2,134005603942096429
"3217.*dxf",1,134005600922740844
"isocp.shx",1,134005583481404768
"ts.*shx$",1,134005580393805845
"割成品",1,134005566440865598
"成品图",1,134005565146786319
"功率密度关系表",1,134005561731426502
"硅胶发热片（贴发泡橡胶类别）-工序流程图-第一版 模型",1,134004134430716384
"硅胶加热膜 制作流程.docx",1,134004127335316391
"归档",1,134004107665245437
"东铭",2,134004103823672078
"^F:\\Asset\\AutoCAD\\AutoCAD LISP\\.*outline",1,134004063669135050
"CXT-3178",1,134004009263278664
"激活",1,134003934172100226
"3178",1,134003881308989084
"3203",2,134003862705948657
"珠海银隆电器",1,134003841790814464
"cxt.*843",1,134003840459584909
"安驰.*dwg",1,134003838852719300
"安驰",1,134003838750758628
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\客供图纸\\宇能通\\.*dwg",1,134003837557106993
"^\\\\Desktop-osh296i\\e\\（王建忠）9月份copy\\客供图纸\\宇能通\\",2,134003837518954952
"cxt.*1092",1,134003836833182660
"3193",1,134003404396814534
"JJDL-DDS-73",2,134003351679502140
"et.exe$",1,134003243897803738
"探",1,134003233039451834
"许继",1,134003225961997968
"山东探",1,134003224477856312
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*pdf",1,134003160527498270
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*dwg",1,134003071434716082
"^\\\\Pc-20220516lkig\\F\\万文强工程文件\\天津中电\\.*stp",1,134003052662570202
"everything",1,134003051869511604
"320\d.*\.dxf$",1,134003013076044405
"321\d.*\.dxf$",1,134003012872534270
"3211",1,134003012304106489
"3207",1,134002950308743264
"3205",1,134002946815836600
"RS04模组硅胶加热膜48.3V215W 420-304mm 成品图",1,134002470234790855
"R2.09-2.18-2.27Ω ",1,134002470160196668
".*xls$",1,134002403755292797
".xls$",1,134002403262561964
"温.*测试.*\.xls$",1,134002396523695133
"艾瑞",1,134002336996455803
"wps.*exe$",1,134002211039970580
"海目星.*报",1,134002210452195363
"TFS250206TA-06-03-00 V0",1,134002209625436382
"1088",1,134002202327087058
"曼德",3,134002200518384203
"德",1,134002200351249242
"2180.*\.dwg",1,134002199845738491
"\\Desktop-olipp\e\\.*",1,134002198618099767
"CXT-3210",1,134002153976033226
"CXT-1088",1,134002144004926062
"CXT-1092",1,134002143334004590
"^G:\\.*pdf",1,134002113712711581
"^G:\\",1,134002113525728725
"曼德.*\.dwg$",2,134002101117666757
"F:\\Asset\\AutoCAD\\AutoCAD LISP\\.*",1,134002081036880777
"F:\\Asset\\AutoCAD\\AutoCAD LISP\\.*conti",1,134002080905199104
"^\\\\User-20230521vs\\G\\阳帅工作文档\\CAD\\曼德",1,134001490167521577
"xls?$",1,134001482431863063
"性",1,134001426099390342
"^\\\\Desktop-osh296i\\e\\.*打样.*\.dwg$",1,134001341326528314
"^\\\\User-20230521vs\\G\\.*打样.*\.dwg$",1,134001339844262880
"^F:\\Code\\dotfiles\\.*kate",1,134000694456162570
"^F:\\Code\\dotfiles\\",1,134000694418507047
"CXT-3185 割成品图",1,134000625906849247
"^\\\\User-20230521vs\\G\\.*睿链索",1,134000619619243643
"3181",1,134000563677636280
".*dxf$",1,134000454233722766
"贵之邦",1,134000451994503788
"^\\\\Desktop-osh296i\\e\\.*3182$",1,134000451186958733
"^\\\\User-20230521vs\\G\\.*3201",1,134000448453496996
"^\\\\User-20230521vs\\G\\.*3202",1,134000447529239875
"燕秀工具箱 for ZWCAD",1,134000368092234664
"^\\\\User-20230521vs\\G\\.*\.xls.?$",2,133999776843218880
"^\\\\User-20230521vs\\G\\.*\.xls$",1,133999773299430657
"^\\\\Desktop-osh296i\\e\\.*\.xls.$",1,133999771919284419
"覆膜机",1,133999617894610960
".*3198",1,133999601654837371
"^G:\\Asset\\AutoCAD\\AutoCAD LISP\\",2,133999493450355000
"excel\.exe",2,133998173984425994
"excel",1,133998173243858567
"^D:\\ProgramData\\anaconda3\\.*conda\.exe$",1,133998140073822510
"^D:\\ProgramData\\anaconda3\\.*conda",1,133998139983020270
"^D:\\ProgramData\\anaconda3\\",1,133998139944908714
"excel.*\.exe",1,133998093143247342
"excel.*",1,133998093064028580
"亿.*达",1,133998076030256622
"亿",1,133998075905736697
"""\\Desktop-osh296i\e\"" ",1,133998051306231589
"everything.ini",2,133998050053778005
"\\\\Desktop-osh296i\e.*\.dwg$",1,133998049645469038
".*\.dwg$",1,133998049409748729
"徐州九极动力科技",5,133998047130308161
"3196",1,133998046756750293
"修改.",1,133998025206690703
"405×335",1,133997990908900633
"iaso2h_zw",1,133997186839731366
"CXT-010301214 6080加热膜亿纬(线长500) 料号：600819 64V205W 400×270mm",2,133997156566348403
"""Y:\"" ",2,133997156211940933
"CXT-010301214 6080加热膜亿纬(线长500)",1,133997154664800282
"硅胶加热膜60-73V100W 305-205mm 成品图",1,133997130504111532
"JJDL",1,133997106765783085
"JJDL-XDL-6480-01-亿纬加热膜内控尺寸",1,133997106601257139
"^Z:\\.*\.mp4$",2,133997041883345255
"^Z:\\.*",1,133997041789317645
"^Z:\\",5,133997041732118428
"^\\\\User-20230521vs\\G\\.*",1,133996910317659969
"^\\\\User-20230521vs\\G\\",2,133996910258529579
" mapkey.pxm",1,133996362147077930
"bin\\parametric.psf",1,133996359441411954
"config.pro",1,133996356763491121
"^Z:\\.*prt[.0-9]*$",1,133996349852772908
"^D:\\Program Files\\CREO 8\.0\\Creo 8\.0\.0\.0\\.*exe$",1,133996335868955809
"^D:\\Program Files\\CREO 8\.0\\Creo 8\.0\.0\.0\\",1,133996335797352850
"^D:\\Program Files\\CREO 8\.0\\Creo 8\.0\.0\.0\\Common Files\\x86e_win64\\obj\\",2,133996335659858920
"xtop.exe",1,133996335533673128
"仿宋_GB2312",1,133996329603838147
"^E:\\阮焕\\Creo\\PTC CREO8\.0 GB定制模板\\PTC CREO8\.0中国GB定制模板-GB-长仿宋字体\(2021B1版\)\\.*start",1,133996315178412713
"^E:\\阮焕\\Creo\\PTC CREO8\.0 GB定制模板\\PTC CREO8\.0中国GB定制模板-GB-长仿宋字体\(2021B1版\)\\",1,133996315106552788
"温度.*测试.*xlsx?$",3,133996297024900069
"^Z:\\.*测试.*xlsx?$",1,133996096483125488
"^Z:\\.*测试",1,133996095939207729
"^Z:\\.*功率.*测试",1,133996095489924500
"功率测试",1,133996091434570066
"""""",1,133996090114747600
"hztxt.shx$",2,133996089956009866
"检测外径检具",1,133996088512085080
"zwcad-co",1,133996058738991394
".*stb",1,133996057886993315
"0__",1,133996057510276201
"\",1,133996042267867958
"baidu.*",1,133996042226024251
"solidworks 2\d+\\.*template.*",1,133995428991792526
"solidworks 2",1,133995428733480123
"phc.dll",1,133995407343868119
